,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,birthYear,weight,height,debut,current_age,years_of_experience
0,abbotku01,1993,1,OAK,AL,20,61.0,11.0,15.0,1.0,0.0,3.0,9.0,2.0,0.0,3.0,20.0,0.0,0.0,3.0,0.0,3.0,1969.0,180.0,71.0,1993-09-07,24.0,0
1,abbotku01,1994,1,FLO,NL,101,345.0,41.0,86.0,17.0,3.0,9.0,33.0,3.0,0.0,16.0,98.0,1.0,5.0,3.0,2.0,5.0,1969.0,180.0,71.0,1993-09-07,25.0,1
2,abbotku01,1995,1,FLO,NL,120,420.0,60.0,107.0,18.0,7.0,17.0,60.0,4.0,3.0,36.0,110.0,4.0,5.0,2.0,5.0,6.0,1969.0,180.0,71.0,1993-09-07,26.0,2
3,abbotku01,1996,1,FLO,NL,109,320.0,37.0,81.0,18.0,7.0,8.0,33.0,3.0,3.0,22.0,99.0,1.0,3.0,4.0,0.0,7.0,1969.0,180.0,71.0,1993-09-07,27.0,3
4,abbotku01,1997,1,FLO,NL,94,252.0,35.0,69.0,18.0,2.0,6.0,30.0,3.0,1.0,14.0,68.0,3.0,1.0,6.0,0.0,5.0,1969.0,180.0,71.0,1993-09-07,28.0,4
5,abbotku01,1998,1,OAK,AL,35,123.0,17.0,33.0,7.0,1.0,2.0,9.0,2.0,1.0,10.0,34.0,0.0,1.0,1.0,1.0,3.0,1969.0,180.0,71.0,1993-09-07,29.0,5
6,abbotku01,1998,2,COL,NL,42,71.0,9.0,18.0,6.0,0.0,3.0,15.0,0.0,0.0,2.0,19.0,0.0,1.0,0.0,2.0,2.0,1969.0,180.0,71.0,1993-09-07,29.0,5
7,abbotku01,1999,1,COL,NL,96,286.0,41.0,78.0,17.0,2.0,8.0,41.0,3.0,2.0,16.0,69.0,0.0,0.0,2.0,1.0,4.0,1969.0,180.0,71.0,1993-09-07,30.0,6
8,abbotku01,2000,1,NYN,NL,79,157.0,22.0,34.0,7.0,1.0,6.0,12.0,1.0,1.0,14.0,51.0,2.0,1.0,0.0,1.0,2.0,1969.0,180.0,71.0,1993-09-07,31.0,7
9,abbotku01,2001,1,ATL,NL,6,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1969.0,180.0,71.0,1993-09-07,32.0,8
10,abreubo01,1996,1,HOU,NL,15,22.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1974.0,220.0,72.0,1996-09-01,22.0,0
11,abreubo01,1997,1,HOU,NL,59,188.0,22.0,47.0,10.0,2.0,3.0,26.0,7.0,2.0,21.0,48.0,0.0,1.0,0.0,0.0,0.0,1974.0,220.0,72.0,1996-09-01,23.0,1
12,abreubo01,1998,1,PHI,NL,151,497.0,68.0,155.0,29.0,6.0,17.0,74.0,19.0,10.0,84.0,133.0,14.0,0.0,4.0,4.0,6.0,1974.0,220.0,72.0,1996-09-01,24.0,2
13,abreubo01,1999,1,PHI,NL,152,546.0,118.0,183.0,35.0,11.0,20.0,93.0,27.0,9.0,109.0,113.0,8.0,3.0,0.0,4.0,13.0,1974.0,220.0,72.0,1996-09-01,25.0,3
14,abreubo01,2000,1,PHI,NL,154,576.0,103.0,182.0,42.0,10.0,25.0,79.0,28.0,8.0,100.0,116.0,9.0,1.0,0.0,3.0,12.0,1974.0,220.0,72.0,1996-09-01,26.0,4
15,abreubo01,2001,1,PHI,NL,162,588.0,118.0,170.0,48.0,4.0,31.0,110.0,36.0,14.0,106.0,137.0,11.0,1.0,0.0,9.0,13.0,1974.0,220.0,72.0,1996-09-01,27.0,5
16,abreubo01,2002,1,PHI,NL,157,572.0,102.0,176.0,50.0,6.0,20.0,85.0,31.0,12.0,104.0,117.0,9.0,3.0,0.0,6.0,11.0,1974.0,220.0,72.0,1996-09-01,28.0,6
17,abreubo01,2003,1,PHI,NL,158,577.0,99.0,173.0,35.0,1.0,20.0,101.0,22.0,9.0,109.0,126.0,13.0,2.0,0.0,7.0,13.0,1974.0,220.0,72.0,1996-09-01,29.0,7
18,abreubo01,2004,1,PHI,NL,159,574.0,118.0,173.0,47.0,1.0,30.0,105.0,40.0,5.0,127.0,116.0,10.0,5.0,0.0,7.0,5.0,1974.0,220.0,72.0,1996-09-01,30.0,8
19,abreubo01,2005,1,PHI,NL,162,588.0,104.0,168.0,37.0,1.0,24.0,102.0,31.0,9.0,117.0,134.0,15.0,6.0,0.0,8.0,7.0,1974.0,220.0,72.0,1996-09-01,31.0,9
20,abreubo01,2006,1,PHI,NL,98,339.0,61.0,94.0,25.0,2.0,8.0,65.0,20.0,4.0,91.0,86.0,5.0,2.0,0.0,6.0,8.0,1974.0,220.0,72.0,1996-09-01,32.0,10
21,abreubo01,2006,2,NYA,AL,58,209.0,37.0,69.0,16.0,0.0,7.0,42.0,10.0,2.0,33.0,52.0,1.0,1.0,2.0,3.0,5.0,1974.0,220.0,72.0,1996-09-01,32.0,10
22,abreubo01,2007,1,NYA,AL,158,605.0,123.0,171.0,40.0,5.0,16.0,101.0,25.0,8.0,84.0,115.0,0.0,3.0,0.0,7.0,11.0,1974.0,220.0,72.0,1996-09-01,33.0,11
23,abreubo01,2008,1,NYA,AL,156,609.0,100.0,180.0,39.0,4.0,20.0,100.0,22.0,11.0,73.0,109.0,2.0,1.0,0.0,1.0,14.0,1974.0,220.0,72.0,1996-09-01,34.0,12
24,abreubo01,2009,1,LAA,AL,152,563.0,96.0,165.0,29.0,3.0,15.0,103.0,30.0,8.0,94.0,113.0,7.0,1.0,0.0,9.0,15.0,1974.0,220.0,72.0,1996-09-01,35.0,13
25,abreubo01,2010,1,LAA,AL,154,573.0,88.0,146.0,41.0,1.0,20.0,78.0,24.0,10.0,87.0,132.0,3.0,2.0,0.0,5.0,13.0,1974.0,220.0,72.0,1996-09-01,36.0,14
26,abreubo01,2011,1,LAA,AL,142,502.0,54.0,127.0,30.0,1.0,8.0,60.0,21.0,5.0,78.0,113.0,5.0,1.0,1.0,3.0,8.0,1974.0,220.0,72.0,1996-09-01,37.0,15
27,abreubo01,2012,1,LAA,AL,8,24.0,1.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1974.0,220.0,72.0,1996-09-01,38.0,16
28,abreubo01,2012,2,LAN,NL,92,195.0,28.0,48.0,8.0,1.0,3.0,19.0,6.0,2.0,35.0,51.0,3.0,0.0,0.0,0.0,6.0,1974.0,220.0,72.0,1996-09-01,38.0,16
29,abreubo01,2014,1,NYN,NL,78,133.0,12.0,33.0,9.0,0.0,1.0,14.0,1.0,0.0,20.0,21.0,0.0,0.0,0.0,2.0,3.0,1974.0,220.0,72.0,1996-09-01,40.0,18
30,abreujo02,2014,1,CHA,AL,145,556.0,80.0,176.0,35.0,2.0,36.0,107.0,3.0,1.0,51.0,131.0,15.0,11.0,0.0,4.0,14.0,1987.0,255.0,75.0,2014-03-31,27.0,0
31,abreujo02,2015,1,CHA,AL,154,613.0,88.0,178.0,34.0,3.0,30.0,101.0,0.0,0.0,39.0,140.0,11.0,15.0,0.0,1.0,16.0,1987.0,255.0,75.0,2014-03-31,28.0,1
32,ackledu01,2011,1,SEA,AL,90,333.0,39.0,91.0,16.0,7.0,6.0,36.0,6.0,0.0,40.0,79.0,1.0,0.0,0.0,3.0,3.0,1988.0,205.0,73.0,2011-06-17,23.0,0
33,ackledu01,2012,1,SEA,AL,153,607.0,84.0,137.0,22.0,2.0,12.0,50.0,13.0,3.0,59.0,124.0,7.0,0.0,1.0,1.0,3.0,1988.0,205.0,73.0,2011-06-17,24.0,1
34,ackledu01,2013,1,SEA,AL,113,384.0,40.0,97.0,18.0,2.0,4.0,31.0,2.0,3.0,37.0,72.0,1.0,1.0,4.0,1.0,6.0,1988.0,205.0,73.0,2011-06-17,25.0,2
35,ackledu01,2014,1,SEA,AL,143,502.0,64.0,123.0,27.0,4.0,14.0,65.0,8.0,4.0,32.0,90.0,1.0,3.0,3.0,2.0,10.0,1988.0,205.0,73.0,2011-06-17,26.0,3
36,ackledu01,2015,1,SEA,AL,85,186.0,22.0,40.0,8.0,1.0,6.0,19.0,2.0,2.0,14.0,38.0,0.0,1.0,3.0,3.0,3.0,1988.0,205.0,73.0,2011-06-17,27.0,4
37,ackledu01,2015,2,NYA,AL,23,52.0,6.0,15.0,3.0,2.0,4.0,11.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,1988.0,205.0,73.0,2011-06-17,27.0,4
38,adamsma01,2012,1,SLN,NL,27,86.0,8.0,21.0,6.0,0.0,2.0,13.0,0.0,0.0,5.0,24.0,0.0,0.0,0.0,0.0,3.0,1988.0,260.0,75.0,2012-05-20,24.0,0
39,adamsma01,2013,1,SLN,NL,108,296.0,46.0,84.0,14.0,0.0,17.0,51.0,0.0,1.0,23.0,80.0,0.0,0.0,0.0,0.0,9.0,1988.0,260.0,75.0,2012-05-20,25.0,1
40,adamsma01,2014,1,SLN,NL,142,527.0,55.0,152.0,34.0,5.0,15.0,68.0,3.0,2.0,26.0,114.0,5.0,3.0,0.0,7.0,9.0,1988.0,260.0,75.0,2012-05-20,26.0,2
41,adamsma01,2015,1,SLN,NL,60,175.0,14.0,42.0,9.0,0.0,5.0,24.0,1.0,0.0,10.0,41.0,1.0,0.0,0.0,1.0,1.0,1988.0,260.0,75.0,2012-05-20,27.0,3
42,agbaybe01,1998,1,NYN,NL,11,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1971.0,225.0,72.0,1998-06-17,27.0,0
43,agbaybe01,1999,1,NYN,NL,101,276.0,42.0,79.0,18.0,3.0,14.0,42.0,6.0,4.0,32.0,60.0,4.0,3.0,0.0,3.0,8.0,1971.0,225.0,72.0,1998-06-17,28.0,1
44,agbaybe01,2000,1,NYN,NL,119,350.0,59.0,101.0,19.0,1.0,15.0,60.0,5.0,5.0,54.0,68.0,2.0,7.0,0.0,3.0,6.0,1971.0,225.0,72.0,1998-06-17,29.0,2
45,agbaybe01,2001,1,NYN,NL,91,296.0,28.0,82.0,14.0,2.0,6.0,27.0,4.0,5.0,36.0,73.0,0.0,5.0,1.0,1.0,11.0,1971.0,225.0,72.0,1998-06-17,30.0,3
46,agbaybe01,2002,1,COL,NL,48,117.0,10.0,24.0,5.0,0.0,4.0,19.0,1.0,0.0,10.0,35.0,0.0,0.0,0.0,1.0,4.0,1971.0,225.0,72.0,1998-06-17,31.0,4
47,agbaybe01,2002,2,BOS,AL,13,37.0,5.0,11.0,1.0,0.0,0.0,8.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,1971.0,225.0,72.0,1998-06-17,31.0,4
48,aldremi01,1986,1,SFN,NL,84,216.0,27.0,54.0,18.0,3.0,2.0,25.0,1.0,3.0,33.0,34.0,4.0,2.0,4.0,1.0,3.0,1961.0,180.0,71.0,1986-05-28,25.0,0
49,aldremi01,1987,1,SFN,NL,126,357.0,50.0,116.0,18.0,2.0,9.0,51.0,6.0,0.0,43.0,50.0,5.0,0.0,4.0,2.0,6.0,1961.0,180.0,71.0,1986-05-28,26.0,1
50,aldremi01,1988,1,SFN,NL,139,389.0,44.0,104.0,15.0,0.0,3.0,50.0,6.0,5.0,56.0,65.0,13.0,0.0,1.0,3.0,10.0,1961.0,180.0,71.0,1986-05-28,27.0,2
51,aldremi01,1989,1,MON,NL,76,136.0,12.0,30.0,8.0,1.0,1.0,12.0,1.0,3.0,19.0,30.0,0.0,1.0,1.0,2.0,4.0,1961.0,180.0,71.0,1986-05-28,28.0,3
52,aldremi01,1990,1,MON,NL,96,161.0,22.0,39.0,7.0,1.0,1.0,18.0,1.0,2.0,37.0,31.0,2.0,1.0,0.0,1.0,2.0,1961.0,180.0,71.0,1986-05-28,29.0,4
53,aldremi01,1991,1,SDN,NL,12,15.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1961.0,180.0,71.0,1986-05-28,30.0,5
54,aldremi01,1991,2,CLE,AL,85,183.0,22.0,48.0,6.0,1.0,1.0,19.0,1.0,2.0,36.0,37.0,1.0,0.0,1.0,2.0,0.0,1961.0,180.0,71.0,1986-05-28,30.0,5
55,aldremi01,1993,1,OAK,AL,95,255.0,40.0,68.0,13.0,1.0,10.0,33.0,1.0,1.0,34.0,45.0,2.0,0.0,3.0,0.0,7.0,1961.0,180.0,71.0,1986-05-28,32.0,7
56,aldremi01,1994,1,OAK,AL,76,178.0,23.0,43.0,5.0,0.0,4.0,18.0,2.0,0.0,20.0,35.0,1.0,0.0,0.0,3.0,2.0,1961.0,180.0,71.0,1986-05-28,33.0,8
57,aldremi01,1995,1,OAK,AL,60,125.0,18.0,34.0,8.0,0.0,4.0,21.0,0.0,0.0,19.0,23.0,1.0,1.0,0.0,2.0,3.0,1961.0,180.0,71.0,1986-05-28,34.0,9
58,aldremi01,1995,2,CAL,AL,18,24.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1961.0,180.0,71.0,1986-05-28,34.0,9
59,aldremi01,1996,1,CAL,AL,31,40.0,5.0,6.0,1.0,0.0,3.0,8.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,1961.0,180.0,71.0,1986-05-28,35.0,10
60,aldremi01,1996,2,NYA,AL,32,68.0,11.0,17.0,5.0,0.0,3.0,12.0,0.0,1.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,1961.0,180.0,71.0,1986-05-28,35.0,10
61,alexama02,1992,1,BAL,AL,4,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1971.0,150.0,70.0,1992-09-18,21.0,0
62,alexama02,1993,1,BAL,AL,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,150.0,70.0,1992-09-18,22.0,1
63,alexama02,1995,1,BAL,AL,94,242.0,35.0,57.0,9.0,1.0,3.0,23.0,11.0,4.0,20.0,30.0,0.0,2.0,4.0,0.0,2.0,1971.0,150.0,70.0,1992-09-18,24.0,3
64,alexama02,1996,1,BAL,AL,54,68.0,6.0,7.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,27.0,0.0,0.0,2.0,0.0,2.0,1971.0,150.0,70.0,1992-09-18,25.0,4
65,alexama02,1997,1,NYN,NL,54,149.0,26.0,37.0,9.0,3.0,2.0,15.0,11.0,0.0,9.0,38.0,1.0,1.0,1.0,1.0,3.0,1971.0,150.0,70.0,1992-09-18,26.0,5
66,alexama02,1997,2,CHN,NL,33,99.0,11.0,29.0,3.0,1.0,1.0,7.0,2.0,1.0,8.0,16.0,2.0,2.0,2.0,0.0,3.0,1971.0,150.0,70.0,1992-09-18,26.0,5
67,alexama02,1998,1,CHN,NL,108,264.0,34.0,60.0,10.0,1.0,5.0,25.0,4.0,1.0,18.0,66.0,1.0,1.0,5.0,1.0,6.0,1971.0,150.0,70.0,1992-09-18,27.0,6
68,alexama02,1999,1,CHN,NL,90,177.0,17.0,48.0,11.0,2.0,0.0,15.0,4.0,0.0,10.0,38.0,0.0,0.0,1.0,1.0,1.0,1971.0,150.0,70.0,1992-09-18,28.0,7
69,alexama02,2000,1,BOS,AL,101,194.0,30.0,41.0,4.0,3.0,4.0,19.0,2.0,0.0,13.0,41.0,0.0,0.0,2.0,0.0,0.0,1971.0,150.0,70.0,1992-09-18,29.0,8
70,alexama02,2004,1,TEX,AL,21,21.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1971.0,150.0,70.0,1992-09-18,33.0,12
71,alexama02,2005,1,SDN,NL,10,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1971.0,150.0,70.0,1992-09-18,34.0,13
72,alexama02,2006,1,SDN,NL,22,34.0,2.0,6.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,5.0,2.0,0.0,2.0,1.0,0.0,1971.0,150.0,70.0,1992-09-18,35.0,14
73,alfoned01,1995,1,NYN,NL,101,335.0,26.0,93.0,13.0,5.0,4.0,41.0,1.0,1.0,12.0,37.0,1.0,1.0,4.0,4.0,7.0,1973.0,210.0,71.0,1995-04-26,22.0,0
74,alfoned01,1996,1,NYN,NL,123,368.0,36.0,96.0,15.0,2.0,4.0,40.0,2.0,0.0,25.0,56.0,2.0,0.0,9.0,5.0,8.0,1973.0,210.0,71.0,1995-04-26,23.0,1
75,alfoned01,1997,1,NYN,NL,151,518.0,84.0,163.0,27.0,2.0,10.0,72.0,11.0,6.0,63.0,56.0,0.0,5.0,8.0,5.0,4.0,1973.0,210.0,71.0,1995-04-26,24.0,2
76,alfoned01,1998,1,NYN,NL,144,557.0,94.0,155.0,28.0,2.0,17.0,78.0,8.0,3.0,65.0,77.0,1.0,3.0,2.0,3.0,11.0,1973.0,210.0,71.0,1995-04-26,25.0,3
77,alfoned01,1999,1,NYN,NL,158,628.0,123.0,191.0,41.0,1.0,27.0,108.0,9.0,2.0,85.0,85.0,2.0,3.0,1.0,9.0,14.0,1973.0,210.0,71.0,1995-04-26,26.0,4
78,alfoned01,2000,1,NYN,NL,150,544.0,109.0,176.0,40.0,2.0,25.0,94.0,3.0,2.0,95.0,70.0,1.0,5.0,0.0,6.0,12.0,1973.0,210.0,71.0,1995-04-26,27.0,5
79,alfoned01,2001,1,NYN,NL,124,457.0,64.0,111.0,22.0,0.0,17.0,49.0,5.0,0.0,51.0,62.0,0.0,5.0,1.0,5.0,7.0,1973.0,210.0,71.0,1995-04-26,28.0,6
80,alfoned01,2002,1,NYN,NL,135,490.0,78.0,151.0,26.0,0.0,16.0,56.0,6.0,0.0,62.0,55.0,8.0,7.0,0.0,3.0,5.0,1973.0,210.0,71.0,1995-04-26,29.0,7
81,alfoned01,2003,1,SFN,NL,142,514.0,56.0,133.0,25.0,2.0,13.0,81.0,5.0,2.0,58.0,41.0,4.0,4.0,3.0,7.0,14.0,1973.0,210.0,71.0,1995-04-26,30.0,8
82,alfoned01,2004,1,SFN,NL,139,519.0,66.0,150.0,26.0,1.0,11.0,77.0,1.0,1.0,46.0,40.0,2.0,5.0,2.0,4.0,15.0,1973.0,210.0,71.0,1995-04-26,31.0,9
83,alfoned01,2005,1,SFN,NL,109,368.0,36.0,102.0,17.0,1.0,2.0,43.0,2.0,0.0,27.0,34.0,1.0,2.0,1.0,4.0,11.0,1973.0,210.0,71.0,1995-04-26,32.0,10
84,alfoned01,2006,1,LAA,AL,18,50.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1973.0,210.0,71.0,1995-04-26,33.0,11
85,alfoned01,2006,2,TOR,AL,12,37.0,4.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1973.0,210.0,71.0,1995-04-26,33.0,11
86,alicelu01,1988,1,SLN,NL,93,297.0,20.0,63.0,10.0,4.0,1.0,24.0,1.0,1.0,25.0,32.0,4.0,2.0,4.0,2.0,12.0,1965.0,165.0,69.0,1988-04-23,23.0,0
87,alicelu01,1991,1,SLN,NL,56,68.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,1965.0,165.0,69.0,1988-04-23,26.0,3
88,alicelu01,1992,1,SLN,NL,85,265.0,26.0,65.0,9.0,11.0,2.0,32.0,2.0,5.0,27.0,40.0,1.0,4.0,2.0,4.0,5.0,1965.0,165.0,69.0,1988-04-23,27.0,4
89,alicelu01,1993,1,SLN,NL,115,362.0,50.0,101.0,19.0,3.0,3.0,46.0,11.0,1.0,47.0,54.0,2.0,4.0,1.0,7.0,9.0,1965.0,165.0,69.0,1988-04-23,28.0,5
90,alicelu01,1994,1,SLN,NL,88,205.0,32.0,57.0,12.0,5.0,5.0,29.0,4.0,5.0,30.0,38.0,4.0,3.0,1.0,3.0,1.0,1965.0,165.0,69.0,1988-04-23,29.0,6
91,alicelu01,1995,1,BOS,AL,132,419.0,64.0,113.0,20.0,3.0,6.0,44.0,13.0,10.0,63.0,61.0,0.0,7.0,13.0,9.0,10.0,1965.0,165.0,69.0,1988-04-23,30.0,7
92,alicelu01,1996,1,SLN,NL,129,380.0,54.0,98.0,26.0,3.0,5.0,42.0,11.0,3.0,52.0,78.0,9.0,5.0,4.0,6.0,4.0,1965.0,165.0,69.0,1988-04-23,31.0,8
93,alicelu01,1997,1,ANA,AL,128,388.0,59.0,98.0,16.0,7.0,5.0,37.0,22.0,8.0,69.0,65.0,3.0,8.0,4.0,2.0,4.0,1965.0,165.0,69.0,1988-04-23,32.0,9
94,alicelu01,1998,1,TEX,AL,101,259.0,51.0,71.0,15.0,3.0,6.0,33.0,4.0,3.0,37.0,40.0,0.0,5.0,4.0,3.0,1.0,1965.0,165.0,69.0,1988-04-23,33.0,10
95,alicelu01,1999,1,TEX,AL,68,164.0,33.0,33.0,10.0,0.0,3.0,17.0,2.0,1.0,28.0,32.0,0.0,0.0,3.0,1.0,4.0,1965.0,165.0,69.0,1988-04-23,34.0,11
96,alicelu01,2000,1,TEX,AL,139,540.0,85.0,159.0,25.0,8.0,6.0,63.0,1.0,3.0,59.0,75.0,1.0,5.0,7.0,7.0,13.0,1965.0,165.0,69.0,1988-04-23,35.0,12
97,alicelu01,2001,1,KCA,AL,113,387.0,44.0,106.0,16.0,4.0,4.0,32.0,8.0,6.0,23.0,56.0,0.0,4.0,3.0,1.0,6.0,1965.0,165.0,69.0,1988-04-23,36.0,13
98,alicelu01,2002,1,KCA,AL,94,237.0,28.0,54.0,8.0,2.0,1.0,23.0,2.0,3.0,32.0,34.0,1.0,1.0,3.0,0.0,5.0,1965.0,165.0,69.0,1988-04-23,37.0,14
99,allanan01,1986,1,CLE,AL,101,293.0,30.0,66.0,7.0,3.0,1.0,29.0,10.0,1.0,14.0,36.0,0.0,1.0,11.0,4.0,7.0,1961.0,220.0,77.0,1986-04-07,25.0,0
100,allanan01,1987,1,CLE,AL,50,154.0,17.0,41.0,6.0,0.0,3.0,16.0,1.0,1.0,9.0,30.0,0.0,0.0,4.0,5.0,2.0,1961.0,220.0,77.0,1986-04-07,26.0,1
101,allanan01,1988,1,CLE,AL,133,434.0,44.0,114.0,11.0,0.0,5.0,50.0,5.0,9.0,25.0,63.0,2.0,3.0,8.0,4.0,6.0,1961.0,220.0,77.0,1986-04-07,27.0,2
102,allanan01,1989,1,CLE,AL,111,323.0,30.0,75.0,9.0,1.0,3.0,17.0,4.0,4.0,23.0,47.0,2.0,4.0,6.0,3.0,7.0,1961.0,220.0,77.0,1986-04-07,28.0,3
103,allanan01,1991,1,DET,AL,60,151.0,10.0,35.0,10.0,0.0,1.0,16.0,0.0,1.0,7.0,31.0,0.0,0.0,2.0,0.0,3.0,1961.0,220.0,77.0,1986-04-07,30.0,5
104,allanan01,1992,1,ML4,AL,9,25.0,6.0,8.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1961.0,220.0,77.0,1986-04-07,31.0,6
105,allanan01,1993,1,SFN,NL,13,24.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1961.0,220.0,77.0,1986-04-07,32.0,7
106,allanan01,1995,1,CAL,AL,35,82.0,5.0,14.0,3.0,0.0,3.0,10.0,0.0,1.0,7.0,12.0,0.0,1.0,1.0,0.0,0.0,1961.0,220.0,77.0,1986-04-07,34.0,9
107,allenje01,1996,1,PIT,NL,61,229.0,32.0,60.0,9.0,3.0,4.0,31.0,11.0,6.0,23.0,50.0,0.0,4.0,2.0,2.0,2.0,1972.0,178.0,72.0,1996-07-23,24.0,0
108,allenje01,1997,1,PIT,NL,108,369.0,55.0,94.0,18.0,2.0,3.0,43.0,14.0,7.0,44.0,79.0,1.0,7.0,9.0,6.0,5.0,1972.0,178.0,72.0,1996-07-23,25.0,1
109,allenje01,1998,1,PIT,NL,69,233.0,30.0,72.0,13.0,3.0,3.0,24.0,8.0,4.0,17.0,43.0,0.0,7.0,3.0,1.0,1.0,1972.0,178.0,72.0,1996-07-23,26.0,2
110,allenje01,1998,2,KCA,AL,30,73.0,15.0,15.0,5.0,0.0,0.0,3.0,7.0,0.0,9.0,17.0,0.0,4.0,5.0,0.0,0.0,1972.0,178.0,72.0,1996-07-23,26.0,2
111,allenje01,1998,3,NYN,NL,34,54.0,9.0,11.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,1972.0,178.0,72.0,1996-07-23,26.0,2
112,allenje01,1999,1,NYN,NL,40,73.0,14.0,16.0,2.0,0.0,3.0,9.0,2.0,1.0,9.0,23.0,0.0,1.0,2.0,1.0,1.0,1972.0,178.0,72.0,1996-07-23,27.0,3
113,alomaro01,1988,1,SDN,NL,143,545.0,84.0,145.0,24.0,6.0,9.0,41.0,24.0,6.0,47.0,83.0,5.0,3.0,16.0,0.0,15.0,1968.0,184.0,72.0,1988-04-22,20.0,0
114,alomaro01,1989,1,SDN,NL,158,623.0,82.0,184.0,27.0,1.0,7.0,56.0,42.0,17.0,53.0,76.0,4.0,1.0,17.0,8.0,10.0,1968.0,184.0,72.0,1988-04-22,21.0,1
115,alomaro01,1990,1,SDN,NL,147,586.0,80.0,168.0,27.0,5.0,6.0,60.0,24.0,7.0,48.0,72.0,1.0,2.0,5.0,5.0,16.0,1968.0,184.0,72.0,1988-04-22,22.0,2
116,alomaro01,1991,1,TOR,AL,161,637.0,88.0,188.0,41.0,11.0,9.0,69.0,53.0,11.0,57.0,86.0,3.0,4.0,16.0,5.0,5.0,1968.0,184.0,72.0,1988-04-22,23.0,3
117,alomaro01,1992,1,TOR,AL,152,571.0,105.0,177.0,27.0,8.0,8.0,76.0,49.0,9.0,87.0,52.0,5.0,5.0,6.0,2.0,8.0,1968.0,184.0,72.0,1988-04-22,24.0,4
118,alomaro01,1993,1,TOR,AL,153,589.0,109.0,192.0,35.0,6.0,17.0,93.0,55.0,15.0,80.0,67.0,5.0,5.0,4.0,5.0,13.0,1968.0,184.0,72.0,1988-04-22,25.0,5
119,alomaro01,1994,1,TOR,AL,107,392.0,78.0,120.0,25.0,4.0,8.0,38.0,19.0,8.0,51.0,41.0,2.0,2.0,7.0,3.0,14.0,1968.0,184.0,72.0,1988-04-22,26.0,6
120,alomaro01,1995,1,TOR,AL,130,517.0,71.0,155.0,24.0,7.0,13.0,66.0,30.0,3.0,47.0,45.0,3.0,0.0,6.0,7.0,16.0,1968.0,184.0,72.0,1988-04-22,27.0,7
121,alomaro01,1996,1,BAL,AL,153,588.0,132.0,193.0,43.0,4.0,22.0,94.0,17.0,6.0,90.0,65.0,10.0,1.0,8.0,12.0,14.0,1968.0,184.0,72.0,1988-04-22,28.0,8
122,alomaro01,1997,1,BAL,AL,112,412.0,64.0,137.0,23.0,2.0,14.0,60.0,9.0,3.0,40.0,43.0,2.0,3.0,7.0,7.0,10.0,1968.0,184.0,72.0,1988-04-22,29.0,9
123,alomaro01,1998,1,BAL,AL,147,588.0,86.0,166.0,36.0,1.0,14.0,56.0,18.0,5.0,59.0,70.0,3.0,2.0,3.0,5.0,11.0,1968.0,184.0,72.0,1988-04-22,30.0,10
